sal_code,sal_name,population,median_weekly_rent
SAL21683,Mill Park,28712,366
SAL21684,Millbrook,180,293
SAL21685,Millgrove,1666,305
SAL21686,Milloo,37,200
SAL21687,Milltown,46,258
SAL21688,Milnes Bridge,31,200
SAL21689,Mincha,62,150
SAL21690,Mincha West,16,115
SAL21691,Miners Rest,3829,360
SAL21692,Mingay,44,200
SAL21693,Minhamite,106,125
SAL21694,Minimay,64,96
SAL21695,Mininera,51,125
SAL21696,Minjah,65,200
SAL21697,Minmindie,13,120
SAL21698,Minyip,525,163
SAL21699,Miowera,0,0
SAL21700,Miralie,0,0
SAL21701,Miram,36,0
SAL21702,Mirboo,334,203
SAL21703,Mirboo North,2263,255
SAL21704,Mirimbah,0,0
SAL21705,Mirranatwa,31,125
SAL21706,Mitcham,16795,406
SAL21707,Mitchell Park,887,263
SAL21708,Mitchellstown,71,120
SAL21709,Mitiamo,116,150
SAL21710,Mitre,66,200
SAL21711,Mitta Mitta,171,155
SAL21712,Mittyack,12,0
SAL21713,Mockinya,30,0
SAL21714,Modella,169,320
SAL21715,Modewarre,277,400
SAL21716,Moe,9375,200
SAL21717,Moe South,529,344
SAL21718,Moggs Creek,120,396
SAL21719,Moglonemby,28,210
SAL21720,Mokepilly,6,0
SAL21721,Molesworth,91,351
SAL21722,Moliagul,80,178
SAL21723,Molka,34,165
SAL21724,Mollongghip,105,280
SAL21725,Mologa,20,0
SAL21726,Molyullah,160,260
SAL21727,Monbulk,3651,369
SAL21728,Monegeetta,207,190
SAL21729,Mongans Bridge,49,260
SAL21730,Monomak,0,0
SAL21731,Monomeith,69,150
SAL21732,Mont Albert,4948,451
SAL21733,Mont Albert North,5609,500
SAL21734,Montgomery,65,240
SAL21735,Montmorency,9250,420
SAL21736,Montrose,6900,365
SAL21737,Moolap,1825,290
SAL21738,Moolerr,23,0
SAL21739,Moolort,44,0
SAL21740,Moonambel,185,150
SAL21741,Moondarra,49,0
SAL21742,Moonee Ponds,16224,400
SAL21743,Moonlight Flat,85,280
SAL21744,Moonlight Flat,81,650
SAL21745,Moora,32,190
SAL21746,Moorabbin,6287,431
SAL21747,Moorabbin Airport,26,486
SAL21748,Moorabool,94,350
SAL21749,Mooralla,79,150
SAL21750,Moorilim,25,0
SAL21751,Moormbool West,43,180
SAL21752,Moornapa,5,0
SAL21753,Moorngag,75,100
SAL21754,Moorooduc,1004,351
SAL21755,Mooroolbark,23059,400
SAL21756,Mooroopna,8312,250
SAL21757,Mooroopna North,144,210
SAL21758,Mooroopna North West,67,230
SAL21759,Moranding,193,210
SAL21760,Mordialloc,8886,400
SAL21761,Morgiana,29,210
SAL21762,Moriac,852,410
SAL21763,Mornington,25759,400
SAL21764,Moroka,0,0
SAL21765,Morrisons,118,250
SAL21766,Morrl Morrl,0,0
SAL21767,Mortlake,1477,220
SAL21768,Morton Plains,10,0
SAL21769,Morwell,14389,215
SAL21770,Mossiface,138,305
SAL21771,Mount Alfred,39,220
SAL21772,Mount Beauty,910,270
SAL21773,Mount Beckworth,15,0
SAL21774,Mount Best,46,250
SAL21775,Mount Bolton,29,0
SAL21776,Mount Bruno,47,0
SAL21777,Mount Buffalo,5,220
SAL21778,Mount Buller,333,241
SAL21779,Mount Burnett,180,200
SAL21780,Mount Bute,61,126
SAL21781,Mount Camel,136,125
SAL21782,Mount Cameron,15,100
SAL21783,Mount Clear,3671,310
SAL21784,Mount Cole,21,165
SAL21785,Mount Cole Creek,10,0
SAL21786,Mount Cottrell,496,462
SAL21787,Mount Dandenong,1271,415
SAL21788,Mount Doran,118,0
SAL21789,Mount Dryden,8,0
SAL21790,Mount Duneed,6182,446
SAL21791,Mount Eccles,139,75
SAL21792,Mount Egerton,706,275
SAL21793,Mount Eliza,18734,512
SAL21794,Mount Emu,28,100
SAL21795,Mount Evelyn,9799,365
SAL21796,Mount Franklin,99,190
SAL21797,Mount Glasgow,92,0
SAL21798,Mount Helen,3011,345
SAL21799,Mount Hooghly,18,138
SAL21800,Mount Lonarch,44,0
SAL21801,Mount Macedon,1450,330
SAL21802,Mount Major,10,0
SAL21803,Mount Martha,19846,496
SAL21804,Mount Mercer,94,258
SAL21805,Mount Moriac,251,300
SAL21806,Mount Napier,16,0
SAL21807,Mount Pleasant,2225,280
SAL21808,Mount Prospect,41,0
SAL21809,Mount Richmond,42,0
SAL21810,Mount Rowan,295,400
SAL21811,Mount Sabine,0,0
SAL21812,Mount Tassie,0,0
SAL21813,Mount Taylor,330,290
SAL21814,Mount Toolebewong,119,280
SAL21815,Mount Wallace,117,275
SAL21816,Mount Waverley,35340,476
SAL21817,Mountain Bay,54,0
SAL21818,Mountain View,85,168
SAL21819,Moutajup,108,200
SAL21820,Moyhu,437,200
SAL21821,Moyreisk,31,180
SAL21822,Moyston,403,200
SAL21823,Muckatah,170,280
SAL21824,Muckleford,426,330
SAL21825,Muckleford South,33,0
SAL21826,Mudgegonga,184,350
SAL21827,Mulgrave,19889,430
SAL21828,Mumbannar,100,120
SAL21829,Mundoona,138,100
SAL21830,Munro,167,150
SAL21831,Muntham,29,0
SAL21832,Murchison,884,245
SAL21833,Murchison East,140,150
SAL21834,Murchison North,185,295
SAL21835,Murgheboluc,132,120
SAL21836,Murmungee,69,80
SAL21837,Murnungin,14,0
SAL21838,Murphys Creek,46,0
SAL21839,Murra Warra,63,750
SAL21840,Murrabit,230,158
SAL21841,Murrabit West,41,401
SAL21842,Murrawee,126,200
SAL21843,Murray-sunset,8,62
SAL21844,Murraydale,105,200
SAL21845,Murrayville,278,110
SAL21846,Murrindal,8,120
SAL21847,Murrindindi,114,245
SAL21848,Murroon,95,320
SAL21849,Murrumbeena,9996,386
SAL21850,Murtoa,897,178
SAL21851,Musk,177,250
SAL21852,Musk Vale,170,341
SAL21853,Muskerry,59,375
SAL21854,Myall,17,0
SAL21855,Myall,98,178
SAL21856,Myamyn,64,0
SAL21857,Myers Flat,545,190
SAL21858,Myola,7,270
SAL21859,Myrniong,387,355
SAL21860,Myrrhee,168,203
SAL21861,Myrtle Creek,68,0
SAL21862,Myrtlebank,126,120
SAL21863,Myrtleford,3285,250
SAL21864,Mysia,26,100
SAL21865,Mystic Park,212,200
SAL21866,Mywee,20,0
SAL21867,Nagambie,2254,295
SAL21868,Nalangil,72,180
SAL21869,Nalinga,22,160
SAL21870,Nambrok,280,250
SAL21871,Nandaly,30,140
SAL21872,Nangana,54,370
SAL21873,Nangeela,17,0
SAL21874,Nangiloc,153,185
SAL21875,Nanneella,425,200
SAL21876,Nap Nap Marra,0,0
SAL21877,Napoleons,555,200
SAL21878,Nar Nar Goon,1023,305
SAL21879,Nar Nar Goon North,819,361
SAL21880,Narbethong,201,191
SAL21881,Nareeb,48,220
SAL21882,Nareen,79,85
SAL21883,Nareewillock,24,0
SAL21884,Nariel Valley,87,165
SAL21885,Naring,122,250
SAL21886,Naringal,124,200
SAL21887,Naringal East,96,125
SAL21888,Naroghid,66,270
SAL21889,Narracan,262,200
SAL21890,Narraport,50,125
SAL21891,Narrapumelap South,31,0
SAL21892,Narrawong,462,250
SAL21893,Narre Warren,27689,360
SAL21894,Narre Warren East,434,565
SAL21895,Narre Warren North,8033,410
SAL21896,Narre Warren South,30909,401
SAL21897,Narrung,24,100
SAL21898,Nathalia,1982,194
SAL21899,Natimuk,548,195
SAL21900,Natte Yallock,89,140
SAL21901,Natya,40,0
SAL21902,Navarre,99,100
SAL21903,Navigators,276,350
SAL21904,Nayook,70,280
SAL21905,Neds Corner,3,0
SAL21906,Neereman,23,200
SAL21907,Neerim,218,300
SAL21908,Neerim East,196,166
SAL21909,Neerim Junction,139,250
SAL21910,Neerim North,41,200
SAL21911,Neerim South,1599,260
SAL21912,Neilborough,379,250
SAL21913,Nelse,0,0
SAL21914,Nelson,191,230
SAL21915,Nerrena,238,300
SAL21916,Nerrin Nerrin,48,346
SAL21917,Nerrina,970,380
SAL21918,Nerring,14,0
SAL21919,Netherby,111,97
SAL21920,Neuarpurr,56,150
SAL21921,New Gisborne,2509,451
SAL21922,Newborough,6886,230
SAL21923,Newbridge,171,200
SAL21924,Newbury,84,0
SAL21925,Newcomb,4704,320
SAL21926,Newfield,59,200
SAL21927,Newham,533,200
SAL21928,Newhaven,547,300
SAL21929,Newington,1844,315
SAL21930,Newlands Arm,866,335
SAL21931,Newlyn,136,240
SAL21932,Newlyn North,230,203
SAL21933,Newmerella,415,150
SAL21934,Newport,13658,471
SAL21935,Newry,451,243
SAL21936,Newstead,820,300
SAL21937,Newtown,189,103
SAL21938,Newtown,10445,360
SAL21939,Nhill,2401,200
SAL21940,Nichols Point,1723,225
SAL21941,Nicholson,1322,300
SAL21942,Niddrie,5901,432
SAL21943,Nilma,410,270
SAL21944,Nilma North,344,189
SAL21945,Ninda,9,0
SAL21946,Nine Mile,19,0
SAL21947,Nintingbool,168,0
SAL21948,Ninyeunook,13,0
SAL21949,Nirranda,50,160
SAL21950,Nirranda East,12,0
SAL21951,Nirranda South,90,100
SAL21952,Noble Park,32257,341
SAL21953,Noble Park North,7436,351
SAL21954,Noojee,177,277
SAL21955,Noorat,318,220
SAL21956,Noorat East,17,0
SAL21957,Noorinbee,84,158
SAL21958,Noorinbee North,37,0
SAL21959,Noradjuha,89,148
SAL21960,Norlane,8682,250
SAL21961,Normanville,34,145
SAL21962,Norong,130,210
SAL21963,North Bendigo,4277,285
SAL21964,North Blackwood,50,0
SAL21965,North Geelong,3225,315
SAL21966,North Melbourne,14953,381
SAL21967,North Shore,325,310
SAL21968,North Wangaratta,282,175
SAL21969,North Warrandyte,3027,526
SAL21970,North Wonthaggi,3475,300
SAL21971,Northcote,25276,475
SAL21972,Northwood,203,280
SAL21973,Norval,40,220
SAL21974,Notting Hill,2895,371
SAL21975,Nowa Nowa,199,210
SAL21976,Nowhere Creek,20,0
SAL21977,Nowie,24,175
SAL21978,Nug Nug,36,220
SAL21979,Nuggetty,64,180
SAL21980,Nulla Vale,96,150
SAL21981,Nullawarre,233,241
SAL21982,Nullawarre North,46,150
SAL21983,Nullawil,92,110
SAL21984,Numurkah,4604,210
SAL21985,Nunawading,12413,391
SAL21986,Nungurner,327,231
SAL21987,Nunniong,0,0
SAL21988,Nurcoung,33,0
SAL21989,Nurrabiel,43,200
SAL21990,Nurran,7,0
SAL21991,Nutfield,158,212
SAL21992,Nyah,536,210
SAL21993,Nyah West,673,188
SAL21994,Nyarrin,17,0
SAL21995,Nyerimilang,3,0
SAL21996,Nyora,1644,315
SAL21997,Nyrraby,18,110
SAL21998,Oak Park,6714,401
SAL21999,Oaklands Junction,439,462
SAL22000,Oakleigh,8442,410
SAL22001,Oakleigh East,6804,425
SAL22002,Oakleigh South,9851,418
SAL22003,Oakvale,19,0
SAL22004,Ocean Grange,5,0
SAL22005,Ocean Grove,17714,420
SAL22006,Officer,18503,396
SAL22007,Officer South,1159,393
SAL22008,Old Tallangatta,45,270
SAL22009,Olinda,1773,398
SAL22010,Ombersley,93,425
SAL22011,Omeo,411,225
SAL22012,Omeo Valley,9,0
SAL22013,Ondit,101,240
SAL22014,Orbost,2264,190
SAL22015,Orford,115,150
SAL22016,Ormond,8328,395
SAL22017,Orrvale,450,220
SAL22018,Osbornes Flat,285,220
SAL22019,Outtrim,270,250
SAL22020,Ouyen,1170,165
SAL22021,Ovens,197,183
SAL22022,Oxley,710,300
SAL22023,Oxley Flats,49,0
SAL22024,Ozenkadnook,25,140
SAL22025,Paaratte,36,300
SAL22026,Painswick,14,0
SAL22027,Pakenham,54118,351
SAL22028,Pakenham South,229,231
SAL22029,Pakenham Upper,1196,255
SAL22030,Panitya,67,0
SAL22031,Panmure,442,250
SAL22032,Panton Hill,1063,350
SAL22033,Paradise,41,302
SAL22034,Paradise Beach,172,193
SAL22035,Paraparap,167,300
SAL22036,Park Orchards,3835,601
SAL22037,Parkdale,12308,410
SAL22038,Parkville,7074,396
SAL22039,Parwan,188,238
SAL22040,Paschendale,33,150
SAL22041,Pascoe Vale,18171,400
SAL22042,Pascoe Vale South,10534,425
SAL22043,Pastoria,75,346
SAL22044,Pastoria East,51,0
SAL22045,Patchewollock,149,173
SAL22046,Patho,138,250
SAL22047,Patterson Lakes,7793,430
SAL22048,Patyah,58,150
SAL22049,Paynesville,3636,310
SAL22050,Pearcedale,3867,400
SAL22051,Pearsondale,125,250
SAL22052,Peechelba,177,250
SAL22053,Peechelba East,54,0
SAL22054,Pelluebla,29,210
SAL22055,Pennyroyal,110,150
SAL22056,Penshurst,677,175
SAL22057,Pental Island,159,340
SAL22058,Pentland Hills,158,350
SAL22059,Percydale,22,346
SAL22060,Peronne,49,0
SAL22061,Perry Bridge,72,215
SAL22062,Peterborough,322,275
SAL22063,Petticoat Creek,7,0
SAL22064,Pheasant Creek,360,300
SAL22065,Piangil,230,138
SAL22066,Picola,206,150
SAL22067,Picola West,14,100
SAL22068,Piedmont,52,0
SAL22069,Pier Milan,6,140
SAL22070,Pigeon Ponds,29,0
SAL22071,Piggoreet,17,0
SAL22072,Pimpinio,191,175
SAL22073,Pine Grove,40,900
SAL22074,Pine Lodge,267,250
SAL22075,Pine Mountain,32,0
SAL22076,Pine View,4,50
SAL22077,Pioneer Bay,365,280
SAL22078,Pipers Creek,189,300
SAL22079,Pira,16,0
SAL22080,Piries,66,396
SAL22081,Pirron Yallock,132,200
SAL22082,Pitfield,14,0
SAL22083,Pittong,12,100
SAL22084,Plenty,2575,392
SAL22085,Plumpton,79,450
SAL22086,Point Cook,66781,400
SAL22087,Point Leo,178,611
SAL22088,Point Lonsdale,3788,420
SAL22089,Point Wilson,0,0
SAL22090,Polisbet,5,0
SAL22091,Pomborneit,73,305
SAL22092,Pomborneit East,42,215
SAL22093,Pomborneit North,48,180
SAL22094,Pomonal,356,250
SAL22095,Pompapiel,38,125
SAL22096,Poolaijelo,26,0
SAL22097,Pootilla,79,300
SAL22098,Poowong,717,250
SAL22099,Poowong East,88,484
SAL22100,Poowong North,202,250
SAL22101,Porcupine Ridge,149,300
SAL22102,Porepunkah,1024,383
SAL22103,Port Albert,403,260
SAL22104,Port Campbell,440,240
SAL22105,Port Fairy,3742,300
SAL22106,Port Franklin,174,200
SAL22107,Port Melbourne,17633,540
SAL22108,Port Welshpool,220,220
SAL22109,Portarlington,4436,331
SAL22110,Portland,10016,250
SAL22111,Portland North,708,300
SAL22112,Portland West,619,300
SAL22113,Portsea,787,577
SAL22114,Pound Creek,126,230
SAL22115,Powelltown,214,300
SAL22116,Powers Creek,5,0
SAL22117,Powlett Plains,38,160
SAL22118,Prahran,12203,421
SAL22119,Prairie,37,0
SAL22120,Pranjip,28,280
SAL22121,Preston,33790,392
SAL22122,Princes Hill,2005,462
SAL22123,Princetown,236,216
SAL22124,Puckapunyal,1108,265
SAL22125,Pura Pura,47,120
SAL22126,Purdeet,21,0
SAL22127,Purnim,292,235
SAL22128,Purnim West,50,346
SAL22129,Pyalong,772,290
SAL22130,Pyramid Hill,598,170
SAL22131,Quambatook,229,80
SAL22132,Quandong,5,310
SAL22133,Quantong,354,215
SAL22134,Quarry Hill,2365,298
SAL22135,Queenscliff,1516,369
SAL22136,Raglan,223,200
SAL22137,Rainbow,672,100
SAL22138,Ranceby,83,100
SAL22139,Rathscar,19,0
SAL22140,Rathscar West,31,210
SAL22141,Ravenhall,2295,1500
SAL22142,Ravenswood,443,265
SAL22143,Ravenswood South,76,265
SAL22144,Rawson,296,210
SAL22145,Raymond Island,589,280
SAL22146,Raywood,329,220
SAL22147,Red Cliffs,5294,240
SAL22148,Red Hill,1009,461
SAL22149,Red Hill South,708,500
SAL22150,Red Lion,111,0
SAL22151,Redan,3000,255
SAL22152,Redbank,102,195
SAL22153,Redcastle,67,0
SAL22154,Redesdale,299,320
SAL22155,Reedy Creek,157,450
SAL22156,Reedy Dam,28,100
SAL22157,Reedy Flat,6,0
SAL22158,Reedy Lake,26,200
SAL22159,Reefton,102,0
SAL22160,Research,2695,431
SAL22161,Reservoir,51096,360
SAL22162,Reynard,0,0
SAL22163,Rheola,52,449
SAL22164,Rhyll,836,320
SAL22165,Rhymney,56,70
SAL22166,Riachella,13,0
SAL22167,Rich Avon,3,0
SAL22168,Rich Avon East,7,0
SAL22169,Rich Avon West,34,0
SAL22170,Richmond,28587,441
SAL22171,Richmond Plains,9,0
SAL22172,Riddells Creek,4390,400
SAL22173,Riggs Creek,31,0
SAL22174,Ringwood,19144,381
SAL22175,Ringwood East,10764,380
SAL22176,Ringwood North,9964,436
SAL22177,Ripplebrook,268,300
SAL22178,Rippleside,994,400
SAL22179,Ripponlea,1532,391
SAL22180,Riverside,287,280
SAL22181,Riverslea,165,110
SAL22182,Robertsons Beach,49,138
SAL22183,Robinvale,3497,220
SAL22184,Rochester,3154,220
SAL22185,Rochford,71,406
SAL22186,Rockbank,2583,360
SAL22187,Rocklands,25,2
SAL22188,Rocklyn,43,200
SAL22189,Rocky Point,4,0
SAL22190,Rokeby,213,261
SAL22191,Rokewood,208,215
SAL22192,Rokewood Junction,34,0
SAL22193,Romsey,5797,380
SAL22194,Rosanna,8616,421
SAL22195,Rose River,26,0
SAL22196,Rosebery,0,0
SAL22197,Rosebrook,128,300
SAL22198,Rosebud,14381,350
SAL22199,Rosedale,1729,250
SAL22200,Roses Gap,7,0
SAL22201,Rosewhite,141,250
SAL22202,Roslynmead,49,280
SAL22203,Ross Creek,1221,310
SAL22204,Rossbridge,27,80
SAL22205,Rostron,10,0
SAL22206,Rowsley,231,375
SAL22207,Rowville,33571,441
SAL22208,Roxburgh Park,24129,390
SAL22209,Rubicon,44,218
SAL22210,Ruby,187,320
SAL22211,Ruffy,164,150
SAL22212,Running Creek,36,195
SAL22213,Runnymede,64,230
SAL22214,Rupanyup,545,165
SAL22215,Rushworth,1411,190
SAL22216,Russells Bridge,70,200
SAL22217,Rutherglen,2579,250
SAL22218,Ryans,0,0
SAL22219,Ryanston,324,350
SAL22220,Rye,9438,372
SAL22221,Rythdale,33,272
SAL22222,Safety Beach,6328,460
SAL22223,Sailors Falls,79,246
SAL22224,Sailors Gully,743,290
SAL22225,Sailors Hill,72,370
SAL22226,Sale,14296,280
SAL22227,Salisbury West,38,138
SAL22228,Samaria,57,163
SAL22229,San Remo,1700,301
SAL22230,Sandford,130,220
SAL22231,Sandhill Lake,9,0
SAL22232,Sandhurst,5211,530
SAL22233,Sandon,89,330
SAL22234,Sandringham,10926,460
SAL22235,Sandy Creek,200,220
SAL22236,Sandy Point,312,280
SAL22237,Sargood,0,0
SAL22238,Sarsfield,543,200
SAL22239,Sassafras,970,410
SAL22240,Sawmill Settlement,86,289
SAL22241,Scarsdale,855,240
SAL22242,Scoresby,6066,406
SAL22243,Scotchmans Lead,105,0
SAL22244,Scotsburn,244,275
SAL22245,Scotts Creek,214,260
SAL22246,Sea Lake,619,140
SAL22247,Seabrook,4952,361
SAL22248,Seacombe,15,0
SAL22249,Seaford,17215,351
SAL22250,Seaholme,2067,451
SAL22251,Seaspray,373,220
SAL22252,Seaton,161,375
SAL22253,Seaview,140,350
SAL22254,Sebastian,251,250
SAL22255,Sebastopol,10194,270
SAL22256,Seddon,5143,460
SAL22257,Sedgwick,614,335
SAL22258,Selby,1626,400
SAL22259,Selwyn,0,0
SAL22260,Separation Creek,28,0
SAL22261,Serpentine,222,100
SAL22262,Serviceton,129,150
SAL22263,Seville,2559,369
SAL22264,Seville East,837,363
SAL22265,Seymour,6569,250
SAL22266,Shady Creek,186,200
SAL22267,Shays Flat,3,0
SAL22268,She Oaks,126,370
SAL22269,Sheans Creek,38,315
SAL22270,Sheep Hills,27,50
SAL22271,Shelbourne,423,200
SAL22272,Shelford,263,300
SAL22273,Shelley,5,0
SAL22274,Shepherds Flat,71,145
SAL22275,Shepparton,32067,270
SAL22276,Shepparton East,1192,231
SAL22277,Shepparton North,2048,360
SAL22278,Sherbrooke,294,355
SAL22279,Shoreham,679,421
SAL22280,Sidonia,28,150
SAL22281,Silvan,1323,350
SAL22282,Silverleaves,322,335
SAL22283,Simpson,583,228
SAL22284,Simpsons Creek,39,0
SAL22285,Simson,76,214
SAL22286,Skenes Creek,249,295
SAL22287,Skenes Creek North,19,0
SAL22288,Skibo,70,220
SAL22289,Skinners Flat,27,75
SAL22290,Skipton,609,194
SAL22291,Skye,8088,410
SAL22292,Slaty Creek,34,0
SAL22293,Smeaton,245,180
SAL22294,Smiths Beach,315,330
SAL22295,Smiths Gully,356,278
SAL22296,Smokeytown,32,250
SAL22297,Smoko,56,260
SAL22298,Smythes Creek,1762,395
SAL22299,Smythesdale,1189,300
SAL22300,Snake Island,0,0
SAL22301,Snake Valley,820,250
SAL22302,Soldiers Hill,2813,300
SAL22303,Somers,1857,391
SAL22304,Somerton,6,115
SAL22305,Somerville,11767,380
SAL22306,Sorrento,2013,462
SAL22307,South Dudley,421,290
SAL22308,South Geelong,1014,350
SAL22309,South Kingsville,2156,381
SAL22310,South Melbourne,11548,421
SAL22311,South Morang,24989,390
SAL22312,South Purrumbete,124,275
SAL22313,South Wharf,71,622
SAL22314,South Yarra,25028,415
SAL22315,Southbank,22631,411
SAL22316,Southern Cross,128,300
SAL22317,Spargo Creek,42,0
SAL22318,Speed,53,53
SAL22319,Spotswood,2820,456
SAL22320,Spring Gully,3092,290
SAL22321,Spring Hill,200,350
SAL22322,Springbank,117,200
SAL22323,Springdallah,35,0
SAL22324,Springfield,9,0
SAL22325,Springfield,193,391
SAL22326,Springhurst,349,230
SAL22327,Springmount,184,200
SAL22328,Springvale,22174,357
SAL22329,Springvale South,12766,351
SAL22330,St Albans,38042,325
SAL22331,St Albans Park,4942,330
SAL22332,St Andrews,1186,340
SAL22333,St Andrews Beach,974,360
SAL22334,St Arnaud,2318,188
SAL22335,St Arnaud East,100,0
SAL22336,St Arnaud North,43,200
SAL22337,St Clair,44,150
SAL22338,St Germains,75,225
SAL22339,St Helena,2890,163
SAL22340,St Helens,34,100
SAL22341,St Helens Plains,40,80
SAL22342,St James,123,236
SAL22343,St Kilda,19490,381
SAL22344,St Kilda East,12571,396
SAL22345,St Kilda West,2951,385
SAL22346,St Leonards,3542,350
SAL22347,Staceys Bridge,44,160
SAL22348,Staffordshire Reef,63,135
SAL22349,Staghorn Flat,368,310
SAL22350,Stanhope,826,198
SAL22351,Stanley,371,288
SAL22352,Staughton Vale,105,0
SAL22353,Stavely,47,80
SAL22354,Stawell,6220,210
SAL22355,Steels Creek,276,509
SAL22356,Steiglitz,61,0
SAL22357,Stewarton,118,265
SAL22358,Stirling,0,0
SAL22359,Stockdale,41,200
SAL22360,Stockyard Hill,49,138
SAL22361,Stonehaven,79,485
SAL22362,Stoneleigh,45,200
SAL22363,Stony Creek,0,0
SAL22364,Stony Creek,310,260
SAL22365,Stonyford,65,260
SAL22366,Stradbroke,187,320
SAL22367,Strangways,101,225
SAL22368,Straten,11,0
SAL22369,Stratford,2980,290
SAL22370,Strath Creek,231,250
SAL22371,Strathallan,180,178
SAL22372,Strathbogie,351,250
SAL22373,Strathdale,5756,300
SAL22374,Strathdownie,176,50
SAL22375,Strathewen,198,351
SAL22376,Strathfieldsaye,6850,400
SAL22377,Strathkellar,84,180
SAL22378,Strathlea,33,135
SAL22379,Strathmerton,1072,210
SAL22380,Strathmore,8980,450
SAL22381,Strathmore Heights,1047,448
SAL22382,Strathtulloh,3997,380
SAL22383,Streatham,158,150
SAL22384,Strzelecki,107,388
SAL22385,Stuart Mill,78,205
SAL22386,Sugarloaf,20,0
SAL22387,Sugarloaf Creek,255,200
SAL22388,Suggan Buggan,5,175
SAL22389,Sulky,234,203
SAL22390,Summerlands,0,0
SAL22391,Sunbury,38851,361
SAL22392,Sunday Creek,368,270
SAL22393,Sunderland Bay,306,316
SAL22394,Sunset Strip,503,350
SAL22395,Sunshine,9445,340
SAL22396,Sunshine North,12047,341
SAL22397,Sunshine West,18552,346
SAL22398,Surf Beach,670,316
SAL22399,Surrey Hills,13655,462
SAL22400,Sutherland,16,0
SAL22401,Sutherlands Creek,129,175
SAL22402,Sutton,3,0
SAL22403,Sutton Grange,160,275
SAL22404,Swan Bay,103,250
SAL22405,Swan Hill,11186,235
SAL22406,Swan Hill West,11,0
SAL22407,Swan Island,0,0
SAL22408,Swan Marsh,127,200
SAL22409,Swan Reach,861,210
SAL22410,Swanpool,227,220
SAL22411,Swanwater,10,0
SAL22412,Swanwater West,17,100
SAL22413,Swifts Creek,232,120
SAL22414,Sydenham,10578,369
SAL22415,Sylvaterre,22,150
SAL22416,Tabberabbera,0,0
SAL22417,Tabilk,160,207
SAL22418,Tabor,38,230
SAL22419,Taggerty,405,250
SAL22420,Tahara,30,200
SAL22421,Tahara Bridge,20,300
SAL22422,Tahara West,17,0
SAL22423,Talbot,452,160
SAL22424,Talgarno,245,208
SAL22425,Tallandoon,92,100
SAL22426,Tallangatta,1175,240
SAL22427,Tallangatta East,39,0
SAL22428,Tallangatta South,142,150
SAL22429,Tallangatta Valley,194,241
SAL22430,Tallarook,748,263
SAL22431,Tallygaroopna,600,285
SAL22432,Tambo Crossing,25,0
SAL22433,Tambo Upper,325,268
SAL22434,Tamboon,3,0
SAL22435,Tamboritha,0,0
SAL22436,Taminick,139,300
SAL22437,Tamleugh,54,0
SAL22438,Tamleugh North,24,0
SAL22439,Tandarook,46,250
SAL22440,Tandarra,55,0
SAL22441,Tangambalanga,908,250
SAL22442,Tanjil,0,0
SAL22443,Tanjil Bren,7,0
SAL22444,Tanjil South,540,235
SAL22445,Tanwood,15,300
SAL22446,Tanybryn,15,0
SAL22447,Taradale,524,277
SAL22448,Tarcombe,32,335
SAL22449,Tarilta,26,0
SAL22450,Tarnagulla,153,155
SAL22451,Tarneit,56370,380
SAL22452,Tarnook,103,0
SAL22453,Taroon,25,200
SAL22454,Tarra Valley,85,150
SAL22455,Tarranyurk,36,135
SAL22456,Tarraville,69,0
SAL22457,Tarrawarra,81,96
SAL22458,Tarrawingee,416,250
SAL22459,Tarrayoukyan,25,0
SAL22460,Tarrengower,56,265
SAL22461,Tarrenlea,25,0
SAL22462,Tarrington,328,215
SAL22463,Tarrone,69,180
SAL22464,Tarwin,59,150
SAL22465,Tarwin Lower,462,210
SAL22466,Tatong,281,200
SAL22467,Tatura,4955,245
SAL22468,Tatura East,135,280
SAL22469,Tatyoon,130,135
SAL22470,Tawonga,568,220
SAL22471,Tawonga South,1012,285
SAL22472,Taylor Bay,76,320
SAL22473,Taylors Hill,15419,420
SAL22474,Taylors Lakes,15174,411
SAL22475,Teal Point,54,100
SAL22476,Tecoma,2064,348
SAL22477,Teddywaddy,23,0
SAL22478,Teddywaddy West,12,100
SAL22479,Teesdale,2308,400
SAL22480,Telangatuk East,75,80
SAL22481,Telford,21,285
SAL22482,Telopea Downs,44,160
SAL22483,Templestowe,16966,513
SAL22484,Templestowe Lower,14098,475
SAL22485,Tempy,62,0
SAL22486,Tenby Point,206,325
SAL22487,Tennyson,60,250
SAL22488,Terang,2254,225
SAL22489,Terip Terip,72,250
SAL22490,Terrappee,20,0
SAL22491,Terrick Terrick,8,0
SAL22492,Terrick Terrick East,8,0
SAL22493,Tesbury,110,200
SAL22494,Tetoora Road,93,200
SAL22495,Thalia,4,0
SAL22496,The Basin,4497,365
SAL22497,The Cove,18,100
SAL22498,The Gurdies,243,260
SAL22499,The Heart,30,0
SAL22500,The Honeysuckles,131,100
SAL22501,The Patch,1046,415
SAL22502,The Sisters,110,200
SAL22503,Thologolong,22,100
SAL22504,Thomastown,20234,350
SAL22505,Thomson,0,0
SAL22506,Thomson,1606,295
SAL22507,Thoona,133,149
SAL22508,Thornbury,19005,391
SAL22509,Thornhill Park,3066,380
SAL22510,Thornton,311,258
SAL22511,Thorpdale,475,250
SAL22512,Thorpdale South,27,160
SAL22513,Thowgla Valley,70,130
SAL22514,Three Bridges,188,230
